person_income,person_home_ownership,loan_percent_income,loan_int_rate,cb_person_default_on_file,loan_status
99996,0,0.2,14.22,1,0
87996,0,0.23,16.35,0,1
22000,2,0.34,10.96,0,0
100000,0,0.2,13.06,0,0
100000,0,0.2,13.06,1,0
22000,2,0.34,10.99,1,0
22080,1,0.3,10.99,0,0
74800,0,0.23,14.96,1,1
74800,0,0.23,17.04,1,1
100000,0,0.2,12.21,0,0
22260,1,0.29,7.88,0,0
22296,2,0.24,5.42,0,0
104000,0,0.19,10.74,0,0
93000,0,0.22,13.22,0,1
95000,0,0.21,14.59,1,1
108000,0,0.19,10.99,0,0
96901,0,0.21,10.99,0,1
110000,0,0.18,12.42,0,0
110000,0,0.18,14.17,0,0
110000,0,0.18,13.72,0,0
110000,0,0.18,10.38,0,0
110000,0,0.18,10.99,0,0
22800,1,0.09,7.51,0,0
22800,1,0.31,11.71,0,1
22800,1,0.13,8.9,0,1
85000,0,0.2,17.39,0,1
22800,1,0.21,5.79,0,0
22800,1,0.36,12.61,1,1
55000,0,0.17,10.37,0,0
22800,2,0.21,11.36,0,0
55000,0,0.17,8.9,0,0
55000,0,0.16,11.11,0,0
22800,1,0.13,8.94,0,0
55000,0,0.15,15.27,0,0
55000,0,0.15,13.11,1,0
22884,1,0.26,16.0,0,0
55000,0,0.15,12.36,1,0
23000,1,0.46,7.51,0,0
23000,1,0.3,8.9,0,0
55000,0,0.14,6.54,0,0
55000,0,0.14,15.99,1,1
23000,1,0.16,17.27,1,1
55000,0,0.14,17.99,0,1
55000,0,0.13,7.49,0,0
23000,1,0.21,10.0,0,0
55000,0,0.13,9.99,0,0
55000,0,0.12,11.36,0,0
55000,0,0.12,11.83,0,0
23000,1,0.13,13.35,0,0
55000,0,0.11,14.72,1,0
23000,1,0.19,6.76,0,0
58000,0,0.34,11.83,0,1
55000,0,0.17,11.48,0,0
19500,0,0.03,11.41,0,0
23000,1,0.43,10.99,1,1
19000,0,0.04,12.29,0,0
23000,1,0.3,14.96,1,0
19000,0,0.04,12.29,1,0
10000,0,0.1,10.37,0,1
10000,0,0.1,14.74,0,1
10140,0,0.1,13.43,0,1
23000,1,0.1,9.63,0,0
23000,3,0.1,12.21,0,0
10500,0,0.1,10.25,0,1
11220,0,0.09,12.99,0,0
11760,0,0.09,13.98,0,0
11820,0,0.08,14.65,0,0
12000,0,0.08,10.65,0,0
12000,0,0.08,13.98,0,0
12000,0,0.08,13.57,0,1
12240,0,0.08,14.96,1,1
13728,0,0.07,10.0,0,1
14400,0,0.07,16.29,0,1
23040,2,0.09,11.11,0,0
23040,2,0.22,10.99,0,0
14400,0,0.07,16.69,1,1
23040,2,0.15,8.94,0,0
15000,0,0.07,14.3,1,1
16000,0,0.06,15.65,1,1
16800,0,0.06,11.49,0,0
16800,0,0.06,13.48,1,0
19200,0,0.05,12.53,0,0
39600,0,0.48,10.62,0,1
39900,0,0.48,12.18,0,1
47000,0,0.4,11.99,0,1
50000,0,0.38,10.99,0,1
52000,0,0.37,10.99,0,1
23500,1,0.3,10.38,0,0
47500,0,0.4,16.7,1,1
54000,0,0.35,10.99,1,1
54000,0,0.35,10.99,0,1
54586,0,0.35,11.14,0,1
62004,0,0.31,7.49,0,1
70000,0,0.27,8.88,0,0
72000,0,0.26,10.99,0,0
73000,0,0.26,10.62,0,0
78000,0,0.24,8.9,0,0
23920,1,0.25,14.59,1,1
23964,2,0.1,9.91,0,0
96000,0,0.2,13.22,1,0
105000,0,0.18,12.29,1,0
55000,0,0.11,11.48,0,0
50000,0,0.38,10.99,0,1
55000,0,0.34,6.99,0,1
70000,0,0.27,10.38,0,0
36500,0,0.15,6.54,0,1
43000,0,0.43,11.83,0,1
24000,2,0.3,12.42,0,0
34300,0,0.15,10.71,0,1
36000,0,0.15,10.91,0,1
38000,0,0.49,7.66,0,1
55784,0,0.33,13.61,0,1
74196,0,0.25,11.26,0,0
75000,0,0.25,7.49,0,0
73000,0,0.25,7.9,0,1
24000,2,0.33,9.91,0,0
24000,1,0.13,7.9,0,0
78000,0,0.24,15.33,0,1
55000,0,0.13,12.87,1,0
24000,1,0.21,7.9,0,0
48888,0,0.38,13.16,0,1
50000,0,0.37,9.99,0,1
55000,0,0.15,8.9,0,0
24000,1,0.21,14.65,0,1
24000,1,0.25,13.49,1,0
34000,0,0.15,10.25,0,1
35004,0,0.15,11.49,0,1
34500,0,0.15,17.04,0,1
42504,0,0.43,10.25,0,1
24000,1,0.05,5.42,0,0
36996,0,0.49,14.61,1,1
45600,0,0.4,13.35,0,1
24000,1,0.24,5.99,0,0
46000,0,0.4,10.75,0,1
46000,0,0.4,14.26,0,1
55044,0,0.33,17.56,0,1
49200,0,0.37,14.83,0,1
50000,0,0.36,16.7,1,1
50000,0,0.36,10.74,0,1
44000,0,0.41,14.91,0,1
36000,0,0.15,8.88,0,1
36400,0,0.5,9.91,0,1
36000,0,0.15,11.71,0,1
55000,0,0.33,10.99,0,1
27000,0,0.15,11.54,1,1
24000,2,0.33,15.62,0,0
33000,0,0.15,9.91,0,1
36000,0,0.5,9.88,0,1
30720,0,0.15,13.48,1,1
39996,0,0.45,9.25,0,1
40000,0,0.45,13.11,1,1
24000,1,0.21,10.99,0,0
42000,0,0.43,6.17,0,1
24000,1,0.33,5.99,0,0
24000,2,0.1,7.49,0,0
42765,0,0.42,11.03,1,1
43000,0,0.42,7.9,0,1
44000,0,0.41,13.57,1,1
44000,0,0.41,12.18,0,1
39000,0,0.46,17.19,0,1
46800,0,0.38,15.23,1,1
48000,0,0.38,10.99,0,1
42000,0,0.43,14.46,1,1
24000,2,0.17,6.99,0,0
43400,0,0.41,16.63,1,1
50000,0,0.36,12.42,0,1
50000,0,0.36,7.9,0,1
24000,1,0.21,15.99,1,1
24000,2,0.17,10.99,0,0
50000,0,0.36,13.11,0,1
50000,0,0.36,13.79,0,1
24000,2,0.1,10.59,0,0
52000,0,0.35,10.99,0,1
24000,2,0.25,12.68,1,0
52000,0,0.35,12.98,0,1
52000,0,0.35,13.85,1,1
52526,0,0.34,12.21,0,1
46610,0,0.39,10.71,0,1
48000,0,0.38,6.54,0,1
24000,2,0.33,5.79,0,0
55000,0,0.33,12.84,0,1
55344,0,0.33,10.99,0,1
24000,1,0.06,11.11,0,1
56000,0,0.32,13.48,0,1
50000,0,0.36,14.74,0,1
58000,0,0.31,10.99,0,1
52240,0,0.34,19.69,0,1
53000,0,0.34,17.19,1,1
60000,0,0.3,16.32,0,0
60000,0,0.3,9.33,0,0
61500,0,0.29,13.23,1,0
24000,1,0.21,7.66,0,1
62000,0,0.29,13.85,1,0
24000,1,0.23,9.63,0,0
24000,2,0.42,6.92,0,0
63000,0,0.29,9.63,0,0
63000,0,0.29,10.99,0,0
63000,0,0.29,13.57,1,0
65000,0,0.28,10.99,0,0
65000,0,0.28,13.99,0,0
59000,0,0.31,14.96,1,1
65000,0,0.28,10.99,0,0
59000,0,0.31,16.0,0,1
60000,0,0.3,16.29,1,1
66000,0,0.27,10.25,0,0
68000,0,0.26,10.65,0,0
70000,0,0.26,9.88,0,0
54400,0,0.28,16.0,1,1
70200,0,0.26,16.45,0,0
65000,0,0.28,15.33,0,1
71820,0,0.25,11.83,0,0
66000,0,0.27,14.54,1,1
72000,0,0.25,7.88,0,0
24000,2,0.13,13.98,0,0
73500,0,0.24,10.99,0,0
24000,1,0.05,15.21,1,0
75000,0,0.24,12.73,1,0
24000,1,0.15,15.58,1,1
75576,0,0.24,9.88,0,0
24000,2,0.29,11.86,0,0
78000,0,0.23,13.49,0,0
80000,0,0.23,7.9,0,0
80000,0,0.23,8.49,0,0
80000,0,0.23,10.99,0,0
80171,0,0.22,13.85,0,0
81000,0,0.22,13.98,0,0
24000,1,0.12,16.07,0,1
82000,0,0.22,10.99,0,0
76500,0,0.24,10.65,0,1
24000,1,0.35,15.7,0,0
24000,1,0.09,13.11,0,0
82570,0,0.22,15.27,0,0
24000,1,0.25,10.99,0,0
84000,0,0.21,9.88,0,0
24000,1,0.1,7.14,0,0
85000,0,0.21,11.71,0,0
86000,0,0.21,8.49,0,0
87000,0,0.21,11.89,0,0
88000,0,0.2,13.16,0,0
90000,0,0.2,8.88,0,0
95000,0,0.19,8.49,0,0
95000,0,0.19,15.31,0,0
102000,0,0.18,12.53,1,0
110000,0,0.16,12.18,0,0
87550,0,0.17,7.51,0,1
55000,0,0.16,11.83,0,0
55000,0,0.15,18.3,0,0
55000,0,0.14,14.79,1,0
24000,2,0.21,10.95,0,0
55000,0,0.12,13.72,0,0
55000,0,0.12,10.62,0,0
24000,2,0.21,12.21,0,0
75000,0,0.24,10.91,0,0
55000,0,0.14,10.99,0,0
24000,2,0.29,9.63,0,0
62050,0,0.24,16.35,1,1
24000,2,0.06,12.21,0,0
48000,0,0.37,13.49,0,1
65000,0,0.27,11.49,0,0
24000,1,0.33,9.76,0,0
24000,1,0.33,11.34,1,0
24000,1,0.17,13.87,0,0
45000,0,0.39,8.9,0,1
59256,0,0.3,12.99,0,0
65500,0,0.27,10.74,0,0
70000,0,0.25,10.62,0,0
71480,0,0.25,10.99,0,0
24000,1,0.21,8.7,0,0
24091,1,0.15,12.99,1,0
72250,0,0.21,17.19,1,1
32400,0,0.15,15.95,1,1
36000,0,0.49,14.22,0,1
37232,0,0.47,12.53,0,1
24300,2,0.19,11.83,0,0
24396,1,0.16,15.05,0,0
40800,0,0.43,10.62,0,1
24449,2,0.07,11.89,0,0
24468,2,0.2,10.75,0,0
44000,0,0.4,12.53,0,1
47500,0,0.37,13.61,0,1
49176,0,0.36,13.85,0,1
49270,0,0.36,13.85,0,1
53352,0,0.33,6.54,0,1
54996,0,0.32,17.19,0,1
58000,0,0.3,13.49,1,0
59000,0,0.3,9.25,0,0
60000,0,0.29,6.54,0,0
75000,0,0.23,7.9,0,0
24900,1,0.22,13.16,0,1
95950,0,0.18,11.71,0,0
24960,1,0.08,13.99,1,0
40000,0,0.44,9.91,0,1
45408,0,0.38,9.91,0,1
24996,1,0.2,12.69,0,0
58000,0,0.3,7.51,0,0
82000,0,0.21,11.99,0,0
96000,0,0.18,10.37,0,0
55000,0,0.13,11.71,0,0
95000,0,0.18,17.58,0,0
35000,0,0.49,10.37,0,1
29400,0,0.15,12.99,1,1
24996,2,0.28,15.58,0,0
40000,0,0.42,10.65,0,1
41400,0,0.41,12.87,0,1
42000,0,0.4,7.66,0,1
43275,0,0.39,13.47,0,1
45792,0,0.37,10.38,0,1
47000,0,0.36,9.99,0,1
49896,0,0.34,16.82,0,1
50000,0,0.34,13.79,0,1
24996,2,0.18,10.99,1,0
24996,2,0.32,11.26,0,0
51000,0,0.33,8.49,0,1
45000,0,0.38,14.96,1,1
52000,0,0.33,12.98,1,1
24996,2,0.26,11.34,1,0
52000,0,0.33,11.58,0,1
52500,0,0.32,10.99,0,1
54660,0,0.31,9.88,0,1
25000,2,0.3,10.99,0,0
55782,0,0.3,7.51,0,0
53000,0,0.32,10.25,0,1
25000,2,0.1,14.27,1,0
60000,0,0.28,11.11,0,0
60000,0,0.28,6.91,0,0
25000,2,0.16,15.27,1,0
62000,0,0.27,5.99,0,0
65000,0,0.26,13.47,0,0
70000,0,0.24,8.88,0,0
72000,0,0.24,7.88,0,0
75000,0,0.23,12.53,0,0
75000,0,0.23,9.33,0,0
78000,0,0.22,10.99,0,0
25000,1,0.14,9.91,0,0
85500,0,0.2,13.11,1,0
89004,0,0.19,9.63,0,0
66300,0,0.22,16.77,1,1
90000,0,0.19,10.59,0,0
95000,0,0.18,11.49,0,0
96000,0,0.18,11.48,0,0
55000,0,0.15,10.37,0,0
55000,0,0.1,9.88,0,0
49000,0,0.35,18.25,1,1
72000,0,0.23,6.54,0,0
25000,1,0.28,6.99,0,0
25000,2,0.29,8.49,0,0
34819,0,0.48,10.99,0,1
50000,0,0.34,12.53,0,1
25000,1,0.07,8.49,0,0
55000,0,0.31,10.99,0,1
60000,0,0.28,14.65,1,0
60000,0,0.28,6.54,0,0
60000,0,0.28,13.85,1,0
54000,0,0.31,12.67,1,1
25000,1,0.12,9.99,0,1
66000,0,0.25,13.49,1,0
58650,0,0.24,16.77,0,1
74000,0,0.23,15.65,1,1
97000,0,0.17,12.42,0,0
97000,0,0.17,6.17,0,0
103000,0,0.16,13.11,0,0
55000,0,0.13,12.42,0,0
25000,2,0.08,14.17,0,0
36000,0,0.47,15.28,1,1
44500,0,0.38,10.75,0,1
45000,0,0.37,12.41,0,1
46272,0,0.36,11.99,0,1
25000,1,0.16,11.11,0,0
42000,0,0.4,17.58,0,1
50496,0,0.33,13.11,1,1
54000,0,0.31,10.99,0,1
54000,0,0.31,20.11,1,1
54996,0,0.3,10.37,0,0
59160,0,0.28,14.18,0,1
70000,0,0.24,13.92,1,0
98400,0,0.17,15.28,1,0
40428,0,0.41,10.75,0,1
47000,0,0.35,10.99,0,1
47000,0,0.35,10.62,0,1
48000,0,0.34,8.9,0,1
25000,2,0.06,6.76,0,0
56000,0,0.29,12.8,1,1
57504,0,0.29,9.32,0,1
25000,1,0.36,7.14,0,0
25000,2,0.46,7.88,0,0
25000,2,0.12,6.76,0,0
83300,0,0.17,16.77,0,1
45000,0,0.36,13.49,1,1
61000,0,0.27,10.99,0,0
27600,0,0.15,10.99,0,1
47000,0,0.35,12.42,0,1
25000,1,0.04,7.51,0,0
54000,0,0.3,10.37,0,0
39000,0,0.41,17.14,1,1
30000,0,0.15,13.23,0,1
33000,0,0.48,10.99,0,1
35000,0,0.46,6.03,0,1
25000,1,0.25,15.31,0,1
35000,0,0.46,11.71,0,1
35500,0,0.45,10.99,0,1
25000,1,0.19,13.57,0,0
25000,1,0.11,10.99,1,0
36900,0,0.43,7.9,0,1
38000,0,0.42,12.87,1,1
39000,0,0.41,15.65,1,1
39996,0,0.4,10.71,0,1
25000,2,0.24,11.89,0,0
25000,2,0.19,12.53,0,0
40000,0,0.4,11.71,0,1
40000,0,0.4,12.99,1,1
40000,0,0.4,8.88,0,1
40000,0,0.4,11.83,0,1
34000,0,0.47,13.24,0,1
41900,0,0.38,12.84,1,1
42494,0,0.38,11.71,0,1
25000,1,0.2,9.32,0,0
25000,2,0.44,9.63,0,0
42856,0,0.37,8.9,0,1
43000,0,0.37,11.49,0,1
25000,2,0.06,10.95,0,0
25000,1,0.28,9.32,0,0
44000,0,0.36,8.49,0,1
44000,0,0.36,7.49,0,1
25000,1,0.48,12.09,0,1
25000,1,0.26,10.99,0,0
38400,0,0.42,11.54,1,1
25000,1,0.4,8.0,0,0
39000,0,0.41,19.91,1,1
45000,0,0.36,10.59,0,1
25000,2,0.35,9.33,0,0
39000,0,0.41,13.06,0,1
25040,1,0.2,5.79,0,0
25062,2,0.16,16.49,1,0
25100,2,0.43,14.59,1,0
25104,2,0.22,16.49,0,0
39000,0,0.41,11.36,0,1
39000,0,0.41,14.11,1,1
25200,1,0.28,6.03,0,0
48000,0,0.33,10.0,0,1
42000,0,0.38,16.0,0,1
50000,0,0.32,17.58,0,1
25200,2,0.13,15.23,1,0
25200,1,0.05,7.49,0,0
50000,0,0.32,13.99,1,1
25200,2,0.05,15.99,1,0
50000,0,0.32,10.62,0,1
44000,0,0.36,16.35,0,1
51000,0,0.31,13.85,0,1
45000,0,0.36,16.45,1,1
52000,0,0.31,15.7,0,1
53000,0,0.3,7.9,0,0
54000,0,0.3,10.99,0,0
25200,1,0.16,12.73,0,1
49000,0,0.33,10.99,0,1
55000,0,0.29,10.99,1,0
55000,0,0.29,8.94,0,0
25200,1,0.26,14.26,1,1
25200,1,0.28,13.92,0,0
58000,0,0.28,10.99,0,0
52000,0,0.31,13.98,0,1
25200,2,0.04,11.48,0,0
25200,1,0.04,11.48,0,1
52500,0,0.3,12.69,0,1
60000,0,0.27,7.49,0,0
54000,0,0.3,15.65,0,1
54000,0,0.3,14.83,0,1
25344,1,0.16,16.49,0,1
61000,0,0.26,10.99,1,0
62000,0,0.26,7.49,0,0
25480,1,0.2,9.99,0,0
25500,1,0.31,13.49,0,0
25500,1,0.27,6.99,0,0
57175,0,0.28,17.15,0,1
25500,1,0.22,11.91,0,0
57336,0,0.28,17.27,0,1
25568,1,0.47,13.47,1,1
64000,0,0.25,10.74,0,0
58575,0,0.27,19.47,0,1
64800,0,0.25,10.37,0,0
65000,0,0.25,9.91,0,0
25632,1,0.06,9.91,0,0
65000,0,0.25,8.49,0,0
25788,2,0.14,12.18,0,0
65000,0,0.25,7.88,0,0
59000,0,0.27,16.45,0,1
65000,0,0.25,14.59,0,0
25920,1,0.44,10.65,0,0
65000,0,0.25,13.47,1,0
59000,0,0.27,16.32,0,1
66000,0,0.24,10.0,0,0
25992,3,0.12,9.45,0,0
60996,0,0.26,16.0,0,1
62500,0,0.26,14.54,0,1
63000,0,0.25,14.42,0,1
26000,1,0.15,11.71,0,0
64000,0,0.25,15.31,1,1
72000,0,0.22,13.06,1,0
74000,0,0.22,14.84,1,0
74337,0,0.22,11.86,0,0
74999,0,0.21,17.27,1,0
26000,1,0.27,10.99,0,0
26000,1,0.46,10.99,0,0
75000,0,0.21,10.99,0,0
26000,1,0.3,10.59,0,0
75000,0,0.21,13.35,1,0
26000,1,0.19,7.91,0,0
69000,0,0.23,11.89,0,1
20000,0,0.05,14.26,1,0
26000,2,0.38,5.79,0,0
26000,2,0.08,10.36,0,0
26000,1,0.15,9.25,0,0
26000,2,0.23,5.79,0,0
23712,0,0.04,11.49,0,0
24000,0,0.04,17.99,0,1
26000,1,0.38,10.99,1,1
24000,0,0.04,10.99,0,1
24000,0,0.04,12.84,1,0
24960,0,0.04,13.98,0,0
25000,0,0.04,14.65,1,0
25000,0,0.04,15.95,0,1
26000,2,0.33,16.45,0,1
26000,1,0.15,14.61,1,1
26000,1,0.27,7.74,0,0
28000,0,0.04,16.29,1,1
28000,0,0.04,7.51,0,0
26000,1,0.08,7.4,0,0
28000,0,0.04,10.25,0,1
28000,0,0.04,12.53,0,0
28600,0,0.03,7.9,0,0
29000,0,0.03,7.29,0,0
26000,1,0.15,12.84,1,1
29000,0,0.03,7.74,0,0
30000,0,0.03,7.51,0,0
30000,0,0.03,10.99,0,0
30000,0,0.03,7.49,0,0
26000,1,0.27,14.93,1,0
30000,0,0.03,10.99,0,0
26000,1,0.02,10.46,0,0
30000,0,0.03,9.63,0,0
26004,1,0.38,9.91,0,0
26004,1,0.19,5.42,0,0
30035,0,0.03,12.87,1,0
26004,1,0.23,11.99,0,0
26004,1,0.19,7.49,0,0
33000,0,0.03,7.29,0,0
33388,0,0.03,10.99,0,0
26004,1,0.46,7.88,0,1
26004,2,0.29,10.99,0,0
26004,1,0.38,11.14,0,0
33600,0,0.03,10.36,0,0
33600,0,0.03,11.86,0,0
34000,0,0.03,7.37,0,0
34800,0,0.03,11.99,0,0
34800,0,0.03,13.98,1,0
35000,0,0.03,10.99,1,0
35000,0,0.03,11.99,0,0
29000,0,0.03,11.28,0,1
35100,0,0.03,13.49,1,0
35100,0,0.03,13.98,0,0
26400,1,0.23,8.9,0,0
36000,0,0.03,10.99,0,0
36000,0,0.03,9.88,0,0
36000,0,0.03,8.59,0,0
26400,1,0.28,8.9,0,0
36000,0,0.03,7.68,0,0
31000,0,0.03,14.96,1,1
32000,0,0.03,19.03,0,1
38000,0,0.03,15.27,1,0
32000,0,0.03,13.06,0,1
38400,0,0.03,10.99,0,0
26400,1,0.06,10.99,0,1
38400,0,0.03,14.22,1,0
33600,0,0.03,15.57,1,1
39996,0,0.03,7.49,0,0
40000,0,0.03,7.9,0,0
40000,0,0.03,6.03,0,0
40000,0,0.03,10.99,0,0
26400,1,0.04,10.99,0,1
26400,1,0.23,12.99,1,0
40000,0,0.03,10.62,0,0
40000,0,0.03,6.76,0,0
34500,0,0.03,16.45,0,1
40800,0,0.02,6.91,0,0
42000,0,0.02,9.62,0,0
42000,0,0.02,13.16,0,0
43000,0,0.02,7.51,0,0
26400,1,0.15,10.74,0,0
45000,0,0.02,7.49,0,0
45000,0,0.02,7.4,0,0
45000,0,0.02,14.26,1,0
40800,0,0.02,15.57,0,1
48000,0,0.02,7.29,0,0
42000,0,0.02,15.58,1,1
49000,0,0.02,7.66,0,0
50000,0,0.02,13.49,0,0
26400,1,0.32,13.23,1,0
26400,1,0.17,11.49,0,0
50400,0,0.02,5.42,0,0
51000,0,0.02,7.14,0,0
54000,0,0.02,11.71,0,0
56000,0,0.02,11.49,0,0
58000,0,0.02,11.26,0,0
64000,0,0.02,10.75,0,0
26400,2,0.15,7.51,0,0
69000,0,0.01,7.29,0,0
70399,0,0.01,8.59,0,0
72000,0,0.01,7.88,0,0
26453,1,0.27,11.71,0,1
75000,0,0.01,13.23,1,0
87000,0,0.01,13.99,0,0
26500,1,0.23,14.46,1,1
96000,0,0.01,10.36,0,0
38000,0,0.03,10.99,0,0
26500,2,0.23,8.0,0,0
14400,0,0.08,11.99,0,0
35000,0,0.03,6.76,0,0
77000,0,0.01,10.95,0,0
9960,0,0.12,7.29,0,0
26650,1,0.04,12.53,0,0
11000,0,0.11,6.91,0,0
26784,1,0.07,6.99,0,1
13000,0,0.09,11.89,0,0
14400,0,0.08,10.37,0,0
26796,1,0.11,8.32,0,0
14400,0,0.08,7.29,0,0
14400,0,0.08,7.14,0,0
15600,0,0.08,14.91,0,1
26886,2,0.28,10.99,1,0
16200,0,0.07,7.49,0,0
16800,0,0.07,10.38,0,0
18000,0,0.07,11.89,0,0
27000,1,0.36,13.49,1,0
20400,0,0.06,18.25,0,1
27000,2,0.19,10.65,0,0
27000,2,0.24,7.9,0,0
20400,0,0.06,7.9,0,0
21600,0,0.06,5.99,0,0
27000,2,0.18,11.99,0,0
27000,1,0.04,15.99,1,1
26400,0,0.05,14.35,1,1
27600,0,0.04,13.06,0,0
28000,0,0.04,12.69,0,0
27000,2,0.4,10.74,0,0
30000,0,0.04,9.62,0,0
27000,1,0.11,5.79,0,0
27000,2,0.29,10.37,0,0
30000,0,0.04,10.14,0,0
31200,0,0.04,12.21,0,0
31500,0,0.04,8.88,0,0
32400,0,0.04,13.11,1,0
27000,1,0.15,9.62,0,0
27000,2,0.22,6.54,0,0
33000,0,0.04,8.32,0,0
34000,0,0.04,12.69,0,1
34000,0,0.04,9.91,0,0
34560,0,0.03,19.29,0,1
29004,0,0.04,15.7,1,1
27000,1,0.11,15.95,0,0
36000,0,0.03,13.99,1,0
36000,0,0.03,11.49,0,0
36000,0,0.03,10.37,0,0
40000,0,0.03,15.58,0,0
34000,0,0.04,14.61,1,1
40000,0,0.03,8.0,0,0
43000,0,0.03,8.49,0,0
43200,0,0.03,9.91,0,0
27000,1,0.37,10.99,0,0
27000,2,0.35,8.94,0,0
44664,0,0.03,12.68,1,0
39000,0,0.03,15.95,0,1
48000,0,0.03,12.68,0,0
27000,1,0.44,10.99,0,1
27000,1,0.19,12.18,0,0
55000,0,0.02,11.58,0,0
58000,0,0.02,15.23,0,0
58700,0,0.02,11.71,0,0
27000,1,0.28,10.39,0,0
60000,0,0.02,7.66,0,0
60000,0,0.02,10.99,0,0
100000,0,0.01,8.59,0,0
9600,0,0.14,12.73,0,1
41000,0,0.03,7.9,0,0
45000,0,0.03,13.61,1,0
50000,0,0.03,6.99,0,0
54000,0,0.02,14.27,1,1
27048,3,0.3,15.05,1,1
64000,0,0.02,13.49,0,1
89000,0,0.01,10.59,0,0
24000,0,0.06,13.49,1,1
26000,0,0.05,12.87,0,1
44400,0,0.03,10.0,0,1
27138,1,0.1,9.63,0,0
51500,0,0.03,14.79,0,0
23004,0,0.06,9.99,0,0
42000,0,0.03,5.42,0,0
69600,0,0.02,12.68,0,0
10000,0,0.14,10.83,0,0
27302,1,0.14,12.69,0,0
14650,0,0.1,15.62,1,1
27350,1,0.07,10.99,0,0
27360,1,0.29,7.29,0,0
27442,1,0.19,10.99,0,0
27500,1,0.33,7.49,0,0
30000,0,0.05,15.62,1,1
30000,0,0.05,13.11,0,0
27500,1,0.23,10.99,0,0
33000,0,0.04,14.27,1,0
40000,0,0.04,7.74,0,0
40044,0,0.03,11.86,0,0
27568,3,0.13,14.42,0,1
35652,0,0.04,11.49,0,1
45000,0,0.03,10.59,0,0
27600,1,0.07,14.27,1,0
27600,2,0.09,11.71,0,0
27600,2,0.25,7.9,0,0
42000,0,0.03,10.0,0,1
27600,1,0.42,6.03,0,1
27600,1,0.3,7.51,0,0
27600,1,0.22,15.62,1,1
55000,0,0.01,10.99,1,0
10000,0,0.14,7.51,0,0
21600,0,0.07,10.99,0,0
30000,0,0.05,15.58,0,1
47000,0,0.03,10.74,0,0
27600,1,0.36,7.29,0,0
55560,0,0.03,14.27,0,0
101000,0,0.01,5.79,0,0
27000,0,0.06,16.29,1,1
27040,0,0.06,12.73,0,0
27996,0,0.05,11.89,0,0
28000,0,0.05,14.17,1,0
27600,2,0.36,10.99,0,0
28500,0,0.05,10.99,0,0
27600,2,0.35,8.59,0,0
27600,1,0.04,13.92,1,0
28596,0,0.05,11.46,0,0
28800,0,0.05,7.74,0,0
30000,0,0.05,7.51,0,0
30000,0,0.05,7.29,0,0
27800,2,0.15,6.99,0,0
30000,0,0.05,14.22,1,0
30000,0,0.05,16.82,1,1
30000,0,0.05,14.61,1,1
30000,0,0.05,13.92,0,0
31000,0,0.05,8.94,0,0
27983,1,0.21,7.88,0,0
31200,0,0.05,11.12,0,0
31500,0,0.05,10.99,0,0
32000,0,0.05,7.49,0,0
27996,2,0.17,15.99,1,0
32000,0,0.05,7.29,0,0
32000,0,0.05,13.92,1,0
32304,0,0.05,9.91,0,1
33000,0,0.05,11.48,0,0
27996,2,0.18,5.79,0,0
27996,2,0.15,14.72,1,0
27996,2,0.33,10.75,0,0
27996,1,0.12,15.21,0,1
27996,1,0.2,10.38,0,0
33600,0,0.04,19.41,0,0
33996,0,0.04,6.99,0,0
34942,0,0.04,10.99,0,0
35000,0,0.04,5.79,0,0
35000,0,0.04,10.0,0,0
35000,0,0.04,8.88,0,0
27996,1,0.36,9.63,0,0
35000,0,0.04,10.99,0,0
29004,0,0.05,14.59,1,1
36000,0,0.04,15.23,0,0
36000,0,0.04,10.0,0,0
28000,2,0.44,6.62,0,0
36000,0,0.04,10.37,0,0
30996,0,0.05,15.99,1,1
38000,0,0.04,13.22,1,0
28000,1,0.34,6.03,0,0
28000,1,0.34,15.62,0,1
28000,1,0.09,5.99,0,0
38000,0,0.04,8.32,0,0
28000,2,0.25,9.99,0,0
39000,0,0.04,15.62,1,0
33996,0,0.04,16.82,0,1
40000,0,0.04,13.99,1,0
28000,1,0.04,12.99,1,0
28000,1,0.36,10.99,0,0
34000,0,0.04,8.94,0,1
40000,0,0.04,12.18,0,0
40000,0,0.04,11.78,0,0
34980,0,0.04,12.23,1,1
28000,1,0.16,10.99,0,1
28000,1,0.3,10.99,0,0
41004,0,0.04,10.99,0,0
42000,0,0.04,5.79,0,0
36000,0,0.04,13.16,1,1
42000,0,0.04,10.71,0,0
42769,0,0.04,7.49,0,0
28000,1,0.14,6.92,0,0
44400,0,0.03,11.63,0,0
28000,1,0.3,6.17,0,0
39000,0,0.04,8.49,0,1
28000,1,0.19,14.84,0,1
45000,0,0.03,7.51,0,0
45000,0,0.03,10.25,0,0
48000,0,0.03,10.36,0,0
42000,0,0.04,14.61,1,1
42500,0,0.04,17.19,1,1
48720,0,0.03,14.35,1,0
50000,0,0.03,14.26,0,0
50400,0,0.03,10.99,0,0
50500,0,0.03,11.89,0,0
51600,0,0.03,12.61,1,0
51996,0,0.03,13.85,1,0
28000,2,0.44,12.53,0,0
28000,1,0.38,11.14,0,0
52000,0,0.03,11.99,0,0
54000,0,0.03,14.17,1,0
28000,1,0.18,8.0,0,0
28000,2,0.14,15.37,0,0
54000,0,0.03,9.62,0,0
28000,1,0.14,7.68,0,0
54000,0,0.03,13.98,1,0
